ROW_ID,SK_ID_CURR,Cluster,Segment,Detected By,Detector Count,Queue Route,Anomaly Scope,Outlier Type,Sampled Density Corroboration,Review Type,Priority,Primary Driver,Record Evidence,Business Interpretation,Recommended Action,Review Owner,Automatic Decision Allowed,Extreme Trigger Field,Extreme Trigger Standardized Value,Extreme Trigger Business Value,Evidence Value Basis
112776,230816,cluster_2,History-Rich Credit User,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 1,541.74 days; its prepared detection value is +26.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Bureau history shows 10.0% of months with a late payment and 0.0% with a severe late payment. The average payment is 83.3% of the amount due.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 1,541.74 days; its prepared detection value is +26.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 230816: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 1,541.74 days; its prepared detection value is +26.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Check the previous-loan payment timeline for partial payments, reversals, and cure, then verify whether any related obligation is still open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,26.4611204182234,"1,541.74 days",Uses original source values where available and observed history summaries otherwise
113037,231103,cluster_0,Lower-Intensity Credit Footprint,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 1,127.63 days; its prepared detection value is +19.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average days past due reaches 1,127.6 days in previous Home Credit card or POS history.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 1,127.63 days; its prepared detection value is +19.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 231103: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 1,127.63 days; its prepared detection value is +19.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,19.33489539508164,"1,127.63 days",Uses original source values where available and observed history summaries otherwise
113174,231259,cluster_4,Historical Card-Use Intensity,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average late-payment share in bureau monthly history,"Average late-payment share in bureau monthly history is 46.24%; its prepared detection value is +14.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Bureau history shows 46.2% of months with a late payment and 0.0% with a severe late payment. Average utilisation in previous Home Credit card accounts is 15.5% and the historical maximum is 107.1%.","The first review point is extreme average late-payment share in bureau monthly history: Average late-payment share in bureau monthly history is 46.24%; its prepared detection value is +14.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 231259: start with extreme average late-payment share in bureau monthly history: average late-payment share in bureau monthly history is 46.24%; its prepared detection value is +14.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average late-payment share in bureau monthly history and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Revolving Credit Review",No,BUREAU_BB_DPD_RATIO_MEAN,14.58166811652363,46.24%,Uses original source values where available and observed history summaries otherwise
113901,232099,cluster_4,Historical Card-Use Intensity,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account card delay,"Average previous-account card delay is 413.44 days; its prepared detection value is +17.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average days past due reaches 413.4 days in previous Home Credit card or POS history.","The first review point is extreme average previous-account card delay: Average previous-account card delay is 413.44 days; its prepared detection value is +17.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 232099: start with extreme average previous-account card delay: average previous-account card delay is 413.44 days; its prepared detection value is +17.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account card delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,CC_SK_DPD_MEAN,17.191746859315412,413.44 days,Uses original source values where available and observed history summaries otherwise
114193,232433,cluster_0,Lower-Intensity Credit Footprint,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average severe-late share in bureau monthly history,"Average severe-late share in bureau monthly history is 18.82%; its prepared detection value is +12.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Bureau history shows 18.8% of months with a late payment and 18.8% with a severe late payment. Average days past due reaches 0.2 days in previous Home Credit card or POS history.","The first review point is extreme average severe-late share in bureau monthly history: Average severe-late share in bureau monthly history is 18.82%; its prepared detection value is +12.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 232433: start with extreme average severe-late share in bureau monthly history: average severe-late share in bureau monthly history is 18.82%; its prepared detection value is +12.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average severe-late share in bureau monthly history and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,BUREAU_BB_SEVERE_DPD_MEAN,12.56818286415452,18.82%,Uses original source values where available and observed history summaries otherwise
114205,232445,cluster_4,Historical Card-Use Intensity,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account card delay,"Average previous-account card delay is 563.83 days; its prepared detection value is +23.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average utilisation in previous Home Credit card accounts is 14.7% and the historical maximum is 106.3%. Average days past due reaches 563.8 days in previous Home Credit card or POS history.","The first review point is extreme average previous-account card delay: Average previous-account card delay is 563.83 days; its prepared detection value is +23.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 232445: start with extreme average previous-account card delay: average previous-account card delay is 563.83 days; its prepared detection value is +23.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account card delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Revolving Credit Review",No,CC_SK_DPD_MEAN,23.463460331327727,563.83 days,Uses original source values where available and observed history summaries otherwise
114234,232476,cluster_3,Larger-Loan Affordability,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 1,514.38 days; its prepared detection value is +26.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average days past due reaches 1,514.4 days in previous Home Credit card or POS history.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 1,514.38 days; its prepared detection value is +26.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 232476: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 1,514.38 days; its prepared detection value is +26.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,25.99020845641952,"1,514.38 days",Uses original source values where available and observed history summaries otherwise
114376,232638,cluster_3,Larger-Loan Affordability,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 1,570.33 days; its prepared detection value is +27.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The average payment is 0.0% of the amount due. Average days past due reaches 1,570.3 days in previous Home Credit card or POS history.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 1,570.33 days; its prepared detection value is +27.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 232638: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 1,570.33 days; its prepared detection value is +27.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check the previous-loan payment timeline for partial payments, reversals, and cure, then verify whether any related obligation is still open. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,26.95317021520905,"1,570.33 days",Uses original source values where available and observed history summaries otherwise
116131,234672,cluster_3,Larger-Loan Affordability,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average late-payment share in bureau monthly history,"Average late-payment share in bureau monthly history is 36.36%; its prepared detection value is +11.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Bureau history shows 36.4% of months with a late payment and 0.0% with a severe late payment. Bureau debt is 84.1% of recorded bureau credit.","The first review point is extreme average late-payment share in bureau monthly history: Average late-payment share in bureau monthly history is 36.36%; its prepared detection value is +11.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 234672: start with extreme average late-payment share in bureau monthly history: average late-payment share in bureau monthly history is 36.36%; its prepared detection value is +11.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average late-payment share in bureau monthly history and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Confirm outstanding external debts and include them in the affordability calculation. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Senior Underwriter",No,BUREAU_BB_DPD_RATIO_MEAN,11.425498979411463,36.36%,Uses original source values where available and observed history summaries otherwise
116169,234721,cluster_0,Lower-Intensity Credit Footprint,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average late-payment share in bureau monthly history,"Average late-payment share in bureau monthly history is 34.93%; its prepared detection value is +11.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Bureau history shows 34.9% of months with a late payment and 0.5% with a severe late payment.","The first review point is extreme average late-payment share in bureau monthly history: Average late-payment share in bureau monthly history is 34.93%; its prepared detection value is +11.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 234721: start with extreme average late-payment share in bureau monthly history: average late-payment share in bureau monthly history is 34.93%; its prepared detection value is +11.0 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average late-payment share in bureau monthly history and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,BUREAU_BB_DPD_RATIO_MEAN,10.96745698090828,34.93%,Uses original source values where available and observed history summaries otherwise
116798,235444,cluster_1,Repayment-Stress History,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 1,054.02 days; its prepared detection value is +18.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. 28.6% of observed instalments were late. The average payment is 70.9% of the amount due.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 1,054.02 days; its prepared detection value is +18.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 235444: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 1,054.02 days; its prepared detection value is +18.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check when and why the late payments happened, then confirm that the proposed schedule is affordable. Check the previous-loan payment timeline for partial payments, reversals, and cure, then verify whether any related obligation is still open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,18.06821799951757,"1,054.02 days",Uses original source values where available and observed history summaries otherwise
117091,235779,cluster_2,History-Rich Credit User,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 1,306.40 days; its prepared detection value is +22.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average days past due reaches 1,306.4 days in previous Home Credit card or POS history. 4 prior applications were refused and historical approval rate is 20.0%.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 1,306.40 days; its prepared detection value is +22.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 235779: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 1,306.40 days; its prepared detection value is +22.4 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Check why earlier applications were refused and whether those reasons still apply. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,22.411342283634976,"1,306.40 days",Uses original source values where available and observed history summaries otherwise
117218,235936,cluster_4,Historical Card-Use Intensity,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account card balance,"Average previous-account card balance is 762,407.78; its prepared detection value is +11.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average utilisation in previous Home Credit card accounts is 99.7% and the historical maximum is 102.3%.","The first review point is extreme average previous-account card balance: Average previous-account card balance is 762,407.78; its prepared detection value is +11.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 235936: start with extreme average previous-account card balance: average previous-account card balance is 762,407.78; its prepared detection value is +11.2 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account card balance and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Revolving Credit Review",No,CC_AMT_BALANCE_MEAN,11.22400674258056,"762,407.78",Uses original source values where available and observed history summaries otherwise
117430,236171,cluster_1,Repayment-Stress History,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme longest instalment delay,"Longest instalment delay is 1,243.00 days; its prepared detection value is +11.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. The longest observed instalment delay is 1,243 days.","The first review point is extreme longest instalment delay: Longest instalment delay is 1,243.00 days; its prepared detection value is +11.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 236171: start with extreme longest instalment delay: longest instalment delay is 1,243.00 days; its prepared detection value is +11.6 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile longest instalment delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Review the payment timeline. If the customer is already in hardship, follow the contact or restructuring policy. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Customer Assistance",No,INST_DPD_MAX,11.590271601174186,"1,243.00 days",Uses original source values where available and observed history summaries otherwise
117458,236199,cluster_0,Lower-Intensity Credit Footprint,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account POS or cash-loan delay,"Average previous-account POS or cash-loan delay is 995.91 days; its prepared detection value is +17.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average days past due reaches 995.9 days in previous Home Credit card or POS history.","The first review point is extreme average previous-account pos or cash-loan delay: Average previous-account POS or cash-loan delay is 995.91 days; its prepared detection value is +17.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 236199: start with extreme average previous-account pos or cash-loan delay: average previous-account POS or cash-loan delay is 995.91 days; its prepared detection value is +17.1 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account POS or cash-loan delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check the source timeline, recency, severity, and cure status, then verify whether any related facility or obligation remains open. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.",Data Operations and Credit Review,No,POS_SK_DPD_MEAN,17.068246214287544,995.91 days,Uses original source values where available and observed history summaries otherwise
117961,236785,cluster_4,Historical Card-Use Intensity,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account card balance,"Average previous-account card balance is 701,551.40; its prepared detection value is +10.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Average utilisation in previous Home Credit card accounts is 91.7% and the historical maximum is 103.3%.","The first review point is extreme average previous-account card balance: Average previous-account card balance is 701,551.40; its prepared detection value is +10.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 236785: start with extreme average previous-account card balance: average previous-account card balance is 701,551.40; its prepared detection value is +10.3 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account card balance and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Revolving Credit Review",No,CC_AMT_BALANCE_MEAN,10.30353474538115,"701,551.40",Uses original source values where available and observed history summaries otherwise
119146,238153,cluster_4,Historical Card-Use Intensity,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average previous-account card delay,"Average previous-account card delay is 402.82 days; its prepared detection value is +16.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Current-loan credit amount equals 6.7 times reported income. Average utilisation in previous Home Credit card accounts is 25.2% and the historical maximum is 102.4%.","The first review point is extreme average previous-account card delay: Average previous-account card delay is 402.82 days; its prepared detection value is +16.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 238153: start with extreme average previous-account card delay: average previous-account card delay is 402.82 days; its prepared detection value is +16.7 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average previous-account card delay and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Confirm all current obligations and check whether the applicant could still pay if income falls. Verify whether a revolving facility is still open. Only then obtain its current balance and payment status, assess capacity, and consider limit suitability. Historical utilisation alone does not prove financial distress. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, Senior Underwriter, and Revolving Credit Review",No,CC_SK_DPD_MEAN,16.74902988857455,402.82 days,Uses original source values where available and observed history summaries otherwise
119153,238161,cluster_0,Lower-Intensity Credit Footprint,Shrinkage Mahalanobis,1,Extreme single-axis value,Portfolio single-axis extreme,Point (globally extreme single value),Not assessed,Affordability / repayment review,High-priority human review,Extreme average late-payment share in bureau monthly history,"Average late-payment share in bureau monthly history is 33.33%; its prepared detection value is +10.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Bureau history shows 33.3% of months with a late payment and 0.0% with a severe late payment. The average available external score is 0.144.","The first review point is extreme average late-payment share in bureau monthly history: Average late-payment share in bureau monthly history is 33.33%; its prepared detection value is +10.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. This can affect the view of affordability or repayment history, but recency, cure status, and the applicant's current position still need to be verified. This is the exact field behind the single-axis queue entry; its standardized distance does not prove an error or payment difficulty.","Applicant 238161: start with extreme average late-payment share in bureau monthly history: average late-payment share in bureau monthly history is 33.33%; its prepared detection value is +10.5 standard deviations from the portfolio mean, so this is the exact field that needs the single-axis source check. Reconcile average late-payment share in bureau monthly history and its contributing source fields for sign, units, joins, and aggregation. If confirmed, keep the value as verified evidence and continue the appropriate affordability or repayment review. Check how recent the bureau arrears are, whether they are disputed, and whether they were cured. Verify which external scores were observed and their source validity, then reconcile them with directly observed bureau, income, and repayment evidence. Do not use the combined mean as a reason code. Document the facts confirmed during review. Base any credit action on those facts, not the anomaly or cluster label.","Data Operations, Credit Review, and Senior Underwriter",No,BUREAU_BB_DPD_RATIO_MEAN,10.45717027067809,33.33%,Uses original source values where available and observed history summaries otherwise
